order_id,customer_id,restaurant,city,order_date,delivery_time_minutes,item,quantity,price,discount,payment_method,rating
272,1563,Pasta Point,Giza,2024-01-12 07:00:00,34.0,Burger,1,123,12,Card,3.0
273,1267,Sushi World,Cairo,2024-01-12 08:00:00,,Pizza,4,144,0,Card,1.0
274,1509,Pizza Hub,Cairo,2024-01-12 09:00:00,18.0,Pizza,4,192,11,Card,3.0
275,1806,Pizza Hub,CAIRO,2024-01-12 10:00:00,41.0,Pizza,4,248,19,Wallet,2.0
276,1385,Kebab House,Alex,2024-01-12 11:00:00,52.0,Kebab,3,85,19,Cash,1.0
277,1386,Burger Town,cairo,2024-01-12 12:00:00,62.0,Pasta,4,191,20,Card,2.0
278,1112,Kebab House,CAIRO,2024-01-12 13:00:00,30.0,Sushi,2,297,4,Cash,2.0
279,1612,Sushi World,Giza,2024-01-12 14:00:00,40.0,Kebab,3,161,7,Cash,3.0
280,1624,Kebab House,Giza,2024-01-12 15:00:00,41.0,Kebab,22,255,26,Cash,3.0
281,1951,Pizza Hub,alex,2024-01-12 16:00:00,37.0,Pasta,1,180,14,Cash,2.0
282,1080,Pizza Hub,Cairo,2024-01-12 17:00:00,,Kebab,2,162,26,Card,3.0
283,1698,Pasta Point,Giza,2024-01-12 18:00:00,40.0,Pizza,1,294,2,Card,3.0
284,1112,Pasta Point,CAIRO,2024-01-12 19:00:00,4.0,Pizza,1,159,5,Card,
285,1001,Sushi World,Giza,2024-01-12 20:00:00,43.0,Burger,2,163,27,Wallet,4.0
286,1641,Burger Town,CAIRO,2024-01-12 21:00:00,36.0,Kebab,1,116,12,Card,2.0
287,1219,Kebab House,cairo,2024-01-12 22:00:00,32.0,Burger,2,175,11,Wallet,
288,1565,Sushi World,alex,2024-01-12 23:00:00,59.0,Sushi,2,135,18,Wallet,2.0
289,1854,Pasta Point,Cairo,2024-01-13 00:00:00,26.0,Pizza,1,68,28,Wallet,1.0
290,1996,Kebab House,Giza,2024-01-13 01:00:00,30.0,Sushi,4,276,17,Card,
291,1735,Pasta Point,CAIRO,2024-01-13 02:00:00,58.0,Pasta,1,253,23,Card,3.0
292,1224,Kebab House,Alex,2024-01-13 03:00:00,25.0,Pizza,3,231,0,Card,5.0
293,1384,Burger Town,Cairo,2024-01-13 04:00:00,28.0,Sushi,1,118,24,Wallet,1.0
294,1402,Sushi World,cairo,2024-01-13 05:00:00,,Pasta,2,59,26,Wallet,4.0
295,1637,Kebab House,CAIRO,2024-01-13 06:00:00,45.0,Sushi,3,282,6,Cash,2.0
296,1129,Pizza Hub,alex,2024-01-13 07:00:00,37.0,Pasta,2,210,11,Wallet,4.0
297,1052,Pizza Hub,alex,2024-01-13 08:00:00,19.0,Pasta,4,190,9,Wallet,1.0
298,1683,Kebab House,cairo,2024-01-13 09:00:00,28.0,Pizza,4,177,28,Card,
299,1729,Kebab House,cairo,2024-01-13 10:00:00,27.0,Burger,3,148,11,Cash,1.0
300,1671,Kebab House,alex,2024-01-13 11:00:00,,Pasta,4,228,10,Cash,5.0
301,1709,Pizza Hub,Giza,2024-01-13 12:00:00,,Pasta,4,81,3,Cash,4.0
302,1415,Pizza Hub,Giza,2024-01-13 13:00:00,40.0,Pizza,1,252,18,Card,4.0
303,1246,Kebab House,CAIRO,2024-01-13 14:00:00,13.0,Burger,1,161,5,Cash,1.0
304,1835,Pasta Point,Alex,2024-01-13 15:00:00,47.0,Kebab,4,279,24,Cash,1.0
305,1438,Pasta Point,CAIRO,2024-01-13 16:00:00,38.0,Kebab,4,73,8,Card,3.0
306,1202,Burger Town,Alex,2024-01-13 17:00:00,51.0,Burger,1,84,19,Cash,5.0
307,1183,Sushi World,cairo,2024-01-13 18:00:00,40.0,Sushi,4,132,9,Wallet,3.0
308,1122,Pasta Point,Cairo,2024-01-13 19:00:00,48.0,Pizza,4,119,4,Wallet,2.0
309,1400,Pizza Hub,CAIRO,2024-01-13 20:00:00,40.0,Burger,2,217,26,Wallet,2.0
310,1766,Pasta Point,CAIRO,2024-01-13 21:00:00,51.0,Kebab,4,231,12,Wallet,1.0
311,1293,Burger Town,Alex,2024-01-13 22:00:00,41.0,Pasta,3,158,8,Wallet,4.0
312,1279,Burger Town,cairo,2024-01-13 23:00:00,33.0,Kebab,2,221,1,Wallet,2.0
313,1836,Sushi World,cairo,2024-01-14 00:00:00,,Pasta,3,239,17,Wallet,2.0
314,1883,Pasta Point,Alex,2024-01-14 01:00:00,45.0,Pizza,4,283,20,Wallet,3.0
315,1609,Pizza Hub,cairo,2024-01-14 02:00:00,41.0,Pasta,1,148,0,Wallet,3.0
316,1197,Pizza Hub,alex,2024-01-14 03:00:00,19.0,Burger,2,245,23,Card,2.0
317,1981,Kebab House,Giza,2024-01-14 04:00:00,19.0,Pasta,1,82,20,Card,1.0
318,1906,Pizza Hub,alex,2024-01-14 05:00:00,38.0,Sushi,2,254,11,Wallet,3.0
319,1510,Sushi World,Cairo,2024-01-14 06:00:00,36.0,Burger,1,105,9,Card,2.0
320,1751,Sushi World,CAIRO,2024-01-14 07:00:00,27.0,Pizza,2,213,1,Card,4.0
321,1143,Pizza Hub,Cairo,2024-01-14 08:00:00,36.0,Burger,2,231,27,Wallet,3.0
322,1608,Pizza Hub,CAIRO,2024-01-14 09:00:00,54.0,Sushi,3,284,8,Wallet,2.0
323,1200,Kebab House,Giza,2024-01-14 10:00:00,43.0,Pizza,1,196,1,Card,5.0
324,1123,Pizza Hub,cairo,2024-01-14 11:00:00,,Kebab,3,220,22,Wallet,3.0
325,1186,Kebab House,alex,2024-01-14 12:00:00,33.0,Sushi,3,61,23,Wallet,5.0
326,1325,Kebab House,Alex,2024-01-14 13:00:00,25.0,Pizza,1,60,29,Wallet,3.0
327,1463,Pizza Hub,alex,2024-01-14 14:00:00,30.0,Pasta,2,119,21,Wallet,3.0
328,1348,Burger Town,Giza,2024-01-14 15:00:00,30.0,Burger,3,189,13,Card,5.0
329,1770,Burger Town,Cairo,2024-01-14 16:00:00,29.0,Pizza,1,268,10,Cash,1.0
330,1659,Kebab House,Alex,2024-01-14 17:00:00,19.0,Burger,2,90,22,Card,2.0
331,1763,Pizza Hub,cairo,2024-01-14 18:00:00,33.0,Pasta,3,202,10,Cash,1.0
332,1954,Burger Town,Giza,2024-01-14 19:00:00,28.0,Pizza,3,155,16,Cash,1.0
333,1931,Pizza Hub,Alex,2024-01-14 20:00:00,0.0,Kebab,3,52,3,Cash,2.0
334,1402,Pizza Hub,Giza,2024-01-14 21:00:00,59.0,Sushi,2,52,12,Card,4.0
335,1345,Pizza Hub,Giza,2024-01-14 22:00:00,48.0,Pizza,3,133,6,Card,1.0
336,1962,Pasta Point,cairo,2024-01-14 23:00:00,30.0,Pasta,2,205,15,Card,1.0
337,1510,Pizza Hub,CAIRO,2024-01-15 00:00:00,35.0,Pizza,4,200,0,Card,1.0
338,1146,Pasta Point,Alex,2024-01-15 01:00:00,20.0,Burger,3,225,12,Card,4.0
339,1147,Kebab House,cairo,2024-01-15 02:00:00,55.0,Pizza,4,244,0,Cash,3.0
340,1863,Burger Town,Giza,2024-01-15 03:00:00,57.0,Kebab,1,219,10,Card,5.0
341,1710,Burger Town,cairo,2024-01-15 04:00:00,36.0,Pizza,3,265,5,Cash,5.0
342,1819,Burger Town,CAIRO,2024-01-15 05:00:00,47.0,Sushi,1,156,19,Card,4.0
343,1488,Burger Town,alex,2024-01-15 06:00:00,37.0,Pizza,1,217,2,Card,1.0
344,1928,Burger Town,Alex,2024-01-15 07:00:00,18.0,Burger,1,183,11,Wallet,5.0
345,1935,Burger Town,CAIRO,2024-01-15 08:00:00,30.0,Pizza,4,69,4,Cash,4.0
346,1639,Burger Town,Cairo,2024-01-15 09:00:00,36.0,Kebab,2,188,8,Card,2.0
347,1550,Kebab House,,2024-01-15 10:00:00,29.0,Pasta,4,145,25,Card,5.0
348,1337,Pizza Hub,CAIRO,2024-01-15 11:00:00,32.0,Pizza,4,173,25,Card,2.0
349,1871,Sushi World,Giza,2024-01-15 12:00:00,33.0,Pizza,1,204,11,Wallet,1.0
350,1640,Pasta Point,Alex,2024-01-15 13:00:00,34.0,Sushi,3,70,29,Cash,5.0
351,1778,Sushi World,Alex,2024-01-15 14:00:00,35.0,Kebab,2,285,29,Card,4.0
352,1987,Sushi World,cairo,2024-01-15 15:00:00,22.0,Pasta,1,289,27,Card,3.0
353,1952,Pizza Hub,Giza,2024-01-15 16:00:00,26.0,Burger,2,163,26,Card,5.0
354,1472,Pizza Hub,Cairo,2024-01-15 17:00:00,19.0,Pizza,4,62,9,Wallet,5.0
355,1945,Pizza Hub,alex,2024-01-15 18:00:00,46.0,Pasta,2,135,18,Card,5.0
356,1150,Burger Town,CAIRO,2024-01-15 19:00:00,,Burger,2,84,4,Cash,5.0
357,1414,Kebab House,cairo,2024-01-15 20:00:00,48.0,Kebab,3,96,25,Cash,
358,1989,Burger Town,CAIRO,2024-01-15 21:00:00,51.0,Kebab,1,263,4,Cash,4.0
359,1297,Kebab House,Cairo,2024-01-15 22:00:00,31.0,Pasta,2,205,8,Cash,3.0
360,1610,Kebab House,Cairo,2024-01-15 23:00:00,3.0,Burger,2,198,26,Card,4.0
361,1262,Sushi World,Alex,2024-01-16 00:00:00,30.0,Kebab,4,287,27,Wallet,4.0
362,1763,Sushi World,Cairo,2024-01-16 01:00:00,34.0,Pasta,4,195,25,Wallet,
363,1143,Kebab House,CAIRO,2024-01-16 02:00:00,22.0,Kebab,2,208,26,Wallet,1.0
364,1345,Kebab House,Giza,2024-01-16 03:00:00,28.0,Kebab,1,237,19,Card,2.0
365,1623,Burger Town,Giza,2024-01-16 04:00:00,53.0,Kebab,2,174,16,Wallet,3.0
366,1571,Burger Town,Alex,2024-01-16 05:00:00,42.0,Sushi,2,159,9,Cash,1.0
367,1880,Sushi World,alex,2024-01-16 06:00:00,23.0,Burger,3,86,20,Card,3.0
368,1001,Pizza Hub,CAIRO,2024-01-16 07:00:00,15.0,Pasta,1,70,0,Wallet,3.0
369,1896,Kebab House,CAIRO,2024-01-16 08:00:00,31.0,Pasta,3,63,21,Cash,5.0
370,1303,Burger Town,Cairo,2024-01-16 09:00:00,32.0,Burger,1,266,27,Cash,
371,1253,Sushi World,CAIRO,2024-01-16 10:00:00,,Burger,1,140,15,Card,5.0
372,1651,Burger Town,cairo,2024-01-16 11:00:00,28.0,Burger,1,281,25,Card,2.0
373,1452,Kebab House,alex,2024-01-16 12:00:00,41.0,Burger,3,109,25,Wallet,2.0
374,1036,Kebab House,Cairo,2024-01-16 13:00:00,58.0,Pizza,3,173,14,Wallet,2.0
375,1159,Pasta Point,cairo,2024-01-16 14:00:00,44.0,Pasta,3,72,22,Wallet,5.0
376,1008,Pizza Hub,Alex,2024-01-16 15:00:00,34.0,Pizza,4,272,16,Card,5.0
377,1232,Pasta Point,Giza,2024-01-16 16:00:00,32.0,Kebab,3,160,25,Wallet,2.0
378,1098,Sushi World,Alex,2024-01-16 17:00:00,30.0,Kebab,4,173,19,Wallet,5.0
379,1658,Burger Town,Giza,2024-01-16 18:00:00,49.0,Pasta,4,206,24,Cash,4.0
380,1815,Sushi World,Alex,2024-01-16 19:00:00,27.0,Kebab,4,224,12,Cash,4.0
381,1207,Kebab House,CAIRO,2024-01-16 20:00:00,35.0,Burger,2,79,0,Cash,5.0
382,1130,Pasta Point,cairo,2024-01-16 21:00:00,35.0,Pizza,2,164,24,Wallet,5.0
383,1403,Pasta Point,Giza,2024-01-16 22:00:00,28.0,Burger,2,139,7,Card,1.0
384,1151,Pasta Point,Cairo,2024-01-16 23:00:00,18.0,Kebab,4,261,4,Cash,1.0
385,1053,Sushi World,,2024-01-17 00:00:00,38.0,Pizza,4,87,5,Card,3.0
386,1119,Kebab House,Cairo,2024-01-17 01:00:00,34.0,Burger,30,132,22,Wallet,3.0
387,1672,Burger Town,cairo,2024-01-17 02:00:00,41.0,Pasta,4,76,19,Wallet,3.0
388,1919,Burger Town,cairo,2024-01-17 03:00:00,28.0,Burger,2,266,29,Cash,
389,1627,Sushi World,Alex,2024-01-17 04:00:00,49.0,Kebab,4,153,13,Card,4.0
390,1586,Pasta Point,Giza,2024-01-17 05:00:00,24.0,Pizza,4,279,21,Cash,2.0
391,1624,Pizza Hub,Giza,2024-01-17 06:00:00,55.0,Pasta,1,165,22,Wallet,5.0
392,1967,Sushi World,cairo,2024-01-17 07:00:00,14.0,Pizza,4,264,10,Card,1.0
393,1419,Sushi World,CAIRO,2024-01-17 08:00:00,40.0,Pasta,3,270,5,Cash,5.0
394,1421,Kebab House,CAIRO,2024-01-17 09:00:00,40.0,Pizza,1,64,10,Wallet,5.0
395,1103,Burger Town,Cairo,2024-01-17 10:00:00,25.0,Kebab,4,236,12,Cash,1.0
396,1851,Sushi World,Cairo,2024-01-17 11:00:00,40.0,Pasta,41,52,11,Card,5.0
397,1253,Sushi World,Alex,2024-01-17 12:00:00,50.0,Sushi,1,59,21,Card,3.0
398,1226,Pasta Point,cairo,2024-01-17 13:00:00,,Pizza,4,256,1,Card,1.0
399,1111,Pasta Point,Cairo,2024-01-17 14:00:00,41.0,Pizza,2,169,20,Card,5.0
400,1509,Pizza Hub,Cairo,2024-01-17 15:00:00,5.0,Burger,3,257,2,Card,3.0
401,1472,Kebab House,alex,2024-01-17 16:00:00,23.0,Pasta,3,194,22,Cash,3.0
402,1098,Pizza Hub,,2024-01-17 17:00:00,54.0,Sushi,2,177,3,Cash,4.0
403,1152,Pasta Point,Alex,2024-01-17 18:00:00,28.0,Kebab,4,260,16,Cash,3.0
404,1860,Burger Town,Cairo,2024-01-17 19:00:00,20.0,Burger,4,60,27,Cash,2.0
405,1913,Pasta Point,Alex,2024-01-17 20:00:00,32.0,Sushi,3,225,27,Wallet,1.0
406,1895,Kebab House,Giza,2024-01-17 21:00:00,59.0,Pasta,4,182,21,Wallet,1.0
407,1877,Pasta Point,Alex,2024-01-17 22:00:00,13.0,Sushi,3,118,5,Cash,1.0
408,1337,Kebab House,CAIRO,2024-01-17 23:00:00,22.0,Pizza,3,113,6,Wallet,
409,1705,Kebab House,CAIRO,2024-01-18 00:00:00,52.0,Pizza,2,299,14,Wallet,
410,1821,Kebab House,Alex,2024-01-18 01:00:00,57.0,Burger,3,63,10,Card,2.0
411,1162,Kebab House,CAIRO,2024-01-18 02:00:00,33.0,Pasta,4,99,23,Cash,3.0
412,1719,Kebab House,Giza,2024-01-18 03:00:00,,Pasta,4,203,2,Wallet,5.0
413,1956,Burger Town,cairo,2024-01-18 04:00:00,,Sushi,1,121,29,Wallet,3.0
414,1680,Pizza Hub,CAIRO,2024-01-18 05:00:00,54.0,Burger,4,118,5,Cash,3.0
415,1995,Sushi World,CAIRO,2024-01-18 06:00:00,43.0,Pasta,1,184,25,Card,5.0
416,1160,Pizza Hub,Alex,2024-01-18 07:00:00,25.0,Pizza,3,176,1,Cash,5.0
417,1579,Kebab House,Giza,2024-01-18 08:00:00,,Sushi,4,65,28,Card,2.0
418,1800,Burger Town,cairo,2024-01-18 09:00:00,33.0,Kebab,2,232,13,Wallet,4.0
419,1397,Pasta Point,Alex,2024-01-18 10:00:00,38.0,Pizza,2,127,8,Card,1.0
420,1276,Burger Town,Alex,2024-01-18 11:00:00,52.0,Burger,2,150,17,Card,5.0
421,1815,Kebab House,alex,2024-01-18 12:00:00,45.0,Pasta,3,105,18,Cash,5.0
422,1915,Burger Town,Giza,2024-01-18 13:00:00,22.0,Pizza,3,154,11,Wallet,3.0
423,1503,Burger Town,cairo,2024-01-18 14:00:00,51.0,Kebab,1,181,12,Cash,4.0
424,1895,Kebab House,Giza,2024-01-18 15:00:00,38.0,Kebab,2,277,25,Cash,5.0
425,1391,Burger Town,cairo,2024-01-18 16:00:00,,Burger,1,97,11,Wallet,4.0
426,1134,Sushi World,Giza,2024-01-18 17:00:00,52.0,Pizza,1,297,11,Cash,
427,1194,Sushi World,Alex,2024-01-18 18:00:00,,Sushi,4,66,17,Cash,3.0
428,1400,Burger Town,Alex,2024-01-18 19:00:00,34.0,Pizza,4,160,8,Card,2.0
429,1639,Pasta Point,Cairo,2024-01-18 20:00:00,193.0,Kebab,2,213,16,Cash,1.0
430,1032,Kebab House,CAIRO,2024-01-18 21:00:00,16.0,Burger,3,119,20,Wallet,4.0
431,1687,Sushi World,alex,2024-01-18 22:00:00,39.0,Burger,4,129,15,Cash,4.0
432,1459,Pasta Point,Giza,2024-01-18 23:00:00,65.0,Sushi,3,142,16,Card,1.0
433,1954,Burger Town,alex,2024-01-19 00:00:00,12.0,Burger,1,277,20,Cash,4.0
434,1882,Pasta Point,Cairo,2024-01-19 01:00:00,34.0,Burger,1,87,23,Cash,2.0
435,1469,Pizza Hub,CAIRO,2024-01-19 02:00:00,42.0,Burger,1,150,7,Cash,2.0
436,1374,Sushi World,Giza,2024-01-19 03:00:00,36.0,Burger,1,289,10,Card,4.0
437,1021,Burger Town,cairo,2024-01-19 04:00:00,33.0,Burger,2,111,23,Wallet,4.0
438,1749,Kebab House,CAIRO,2024-01-19 05:00:00,19.0,Kebab,1,170,1,Wallet,
439,1669,Burger Town,Alex,2024-01-19 06:00:00,37.0,Pizza,4,97,7,Card,4.0
440,1037,Kebab House,Cairo,2024-01-19 07:00:00,25.0,Pasta,1,59,11,Card,5.0
441,1229,Burger Town,CAIRO,2024-01-19 08:00:00,8.0,Burger,3,282,20,Cash,3.0
442,1364,Pasta Point,CAIRO,2024-01-19 09:00:00,49.0,Pasta,4,85,0,Wallet,5.0
443,1562,Pasta Point,Alex,2024-01-19 10:00:00,46.0,Pasta,3,206,22,Card,4.0
444,1437,Pasta Point,Giza,2024-01-19 11:00:00,35.0,Kebab,3,255,12,Wallet,4.0
445,1775,Pizza Hub,cairo,2024-01-19 12:00:00,37.0,Burger,2,53,21,Cash,3.0
446,1282,Kebab House,Alex,2024-01-19 13:00:00,,Pasta,2,93,20,Card,4.0
447,1026,Pasta Point,cairo,2024-01-19 14:00:00,37.0,Burger,3,105,16,Wallet,3.0
448,1225,Pizza Hub,Giza,2024-01-19 15:00:00,45.0,Sushi,3,91,13,Wallet,2.0
449,1276,Kebab House,CAIRO,2024-01-19 16:00:00,31.0,Sushi,1,277,13,Cash,3.0
450,1797,Burger Town,cairo,2024-01-19 17:00:00,50.0,Sushi,4,163,15,Card,3.0
451,1608,Pizza Hub,Cairo,2024-01-19 18:00:00,38.0,Pasta,1,286,16,Wallet,5.0
452,1283,Sushi World,Cairo,2024-01-19 19:00:00,37.0,Sushi,2,190,5,Cash,4.0
453,1878,Pizza Hub,Alex,2024-01-19 20:00:00,19.0,Kebab,2,223,25,Wallet,2.0
454,1959,Pizza Hub,Giza,2024-01-19 21:00:00,38.0,Kebab,1,259,27,Cash,1.0
455,1480,Kebab House,Alex,2024-01-19 22:00:00,25.0,Pasta,4,210,6,Wallet,3.0
456,1452,Burger Town,Alex,2024-01-19 23:00:00,27.0,Burger,3,70,25,Wallet,1.0
457,1828,Sushi World,alex,2024-01-20 00:00:00,,Pizza,1,257,25,Cash,4.0
458,1815,Pasta Point,Alex,2024-01-20 01:00:00,22.0,Burger,2,128,0,Card,3.0
459,1658,Pasta Point,alex,2024-01-20 02:00:00,60.0,Burger,4,295,24,Cash,1.0
460,1515,Pizza Hub,,2024-01-20 03:00:00,50.0,Burger,2,234,14,Card,5.0
461,1546,Kebab House,Cairo,2024-01-20 04:00:00,58.0,Burger,4,118,19,Wallet,1.0
462,1191,Kebab House,Alex,2024-01-20 05:00:00,20.0,Pizza,4,119,20,Wallet,5.0
463,1048,Pasta Point,Cairo,2024-01-20 06:00:00,35.0,Sushi,4,279,17,Cash,2.0
464,1511,Sushi World,Giza,2024-01-20 07:00:00,19.0,Burger,1,116,29,Cash,4.0
465,1016,Burger Town,alex,2024-01-20 08:00:00,26.0,Kebab,1,97,27,Card,1.0
466,1171,Sushi World,alex,2024-01-20 09:00:00,23.0,Pasta,1,253,25,Card,3.0
467,1219,Burger Town,Alex,2024-01-20 10:00:00,49.0,Pasta,4,277,12,Card,4.0
468,1157,Pasta Point,Cairo,2024-01-20 11:00:00,30.0,Kebab,4,210,23,Cash,1.0
469,1476,Burger Town,cairo,2024-01-20 12:00:00,47.0,Burger,2,85,29,Wallet,3.0
470,1045,Kebab House,alex,2024-01-20 13:00:00,42.0,Pizza,3,210,1,Cash,3.0
471,1372,Pizza Hub,Alex,2024-01-20 14:00:00,62.0,Sushi,1,208,18,Wallet,3.0
472,1517,Pizza Hub,Alex,2024-01-20 15:00:00,17.0,Pasta,4,198,14,Cash,3.0
473,1098,Pasta Point,Giza,2024-01-20 16:00:00,50.0,Sushi,2,76,11,Cash,1.0
474,1891,Kebab House,CAIRO,2024-01-20 17:00:00,48.0,Pizza,2,268,14,Card,2.0
475,1744,Sushi World,CAIRO,2024-01-20 18:00:00,23.0,Pasta,2,121,24,Wallet,5.0
476,1036,Kebab House,alex,2024-01-20 19:00:00,47.0,Sushi,1,297,17,Cash,5.0
477,1279,Pizza Hub,,2024-01-20 20:00:00,39.0,Pizza,1,150,13,Cash,5.0
478,1348,Pizza Hub,Giza,2024-01-20 21:00:00,32.0,Sushi,3,239,5,Wallet,2.0
479,1496,Kebab House,Giza,2024-01-20 22:00:00,25.0,Burger,2,145,11,Cash,3.0
480,1301,Kebab House,alex,2024-01-20 23:00:00,26.0,Pizza,1,177,19,Wallet,3.0
481,1180,Pizza Hub,CAIRO,2024-01-21 00:00:00,59.0,Sushi,2,75,22,Card,4.0
482,1606,Sushi World,Giza,2024-01-21 01:00:00,35.0,Burger,4,115,29,Card,5.0
483,1098,Pasta Point,Cairo,2024-01-21 02:00:00,44.0,Burger,2,189,29,Wallet,5.0
484,1699,Pasta Point,Alex,2024-01-21 03:00:00,25.0,Pizza,3,71,5,Card,3.0
485,1992,Kebab House,Alex,2024-01-21 04:00:00,25.0,Kebab,1,66,25,Wallet,5.0
486,1115,Pasta Point,cairo,2024-01-21 05:00:00,47.0,Pasta,4,56,29,Cash,3.0
487,1190,Pizza Hub,cairo,2024-01-21 06:00:00,18.0,Pizza,1,156,8,Cash,3.0
488,1252,Pizza Hub,alex,2024-01-21 07:00:00,30.0,Burger,4,117,29,Wallet,3.0
489,1980,Kebab House,alex,2024-01-21 08:00:00,35.0,Burger,2,177,24,Cash,1.0
490,1927,Kebab House,Alex,2024-01-21 09:00:00,36.0,Pizza,2,86,25,Card,1.0
491,1982,Kebab House,Cairo,2024-01-21 10:00:00,32.0,Kebab,3,87,3,Cash,1.0
492,1160,Sushi World,CAIRO,2024-01-21 11:00:00,39.0,Pasta,3,145,16,Cash,1.0
493,1255,Pasta Point,CAIRO,2024-01-21 12:00:00,258.0,Sushi,4,188,1,Wallet,2.0
494,1322,Kebab House,alex,2024-01-21 13:00:00,43.0,Pizza,3,50,15,Card,4.0
495,1127,Burger Town,Cairo,2024-01-21 14:00:00,23.0,Pasta,3,202,23,Cash,4.0
496,1017,Burger Town,alex,2024-01-21 15:00:00,31.0,Pasta,3,91,13,Cash,3.0
497,1792,Pizza Hub,CAIRO,2024-01-21 16:00:00,49.0,Burger,3,229,25,Wallet,5.0
498,1734,Pasta Point,alex,2024-01-21 17:00:00,45.0,Sushi,2,201,7,Wallet,1.0
499,1565,Kebab House,,2024-01-21 18:00:00,18.0,Pizza,3,230,13,Card,4.0
500,1569,Burger Town,alex,2024-01-21 19:00:00,39.0,Burger,2,284,1,Cash,4.0
501,1322,Pasta Point,Alex,2024-01-21 20:00:00,,Burger,2,233,15,Wallet,1.0
502,1871,Pizza Hub,alex,2024-01-21 21:00:00,35.0,Kebab,1,112,3,Wallet,2.0
503,1685,Sushi World,,2024-01-21 22:00:00,57.0,Pasta,2,130,0,Wallet,2.0
504,1791,Pasta Point,Cairo,2024-01-21 23:00:00,23.0,Pizza,2,57,22,Card,4.0
505,1625,Pasta Point,CAIRO,2024-01-22 00:00:00,,Pizza,3,236,19,Wallet,2.0
506,1287,Sushi World,,2024-01-22 01:00:00,44.0,Pizza,2,222,26,Card,1.0
507,1942,Pasta Point,cairo,2024-01-22 02:00:00,16.0,Burger,4,76,13,Card,4.0
508,1853,Pizza Hub,CAIRO,2024-01-22 03:00:00,27.0,Kebab,3,101,7,Cash,1.0
509,1662,Pizza Hub,cairo,2024-01-22 04:00:00,42.0,Sushi,3,195,24,Cash,2.0
510,1961,Sushi World,alex,2024-01-22 05:00:00,27.0,Burger,3,140,27,Card,1.0
511,1638,Kebab House,Cairo,2024-01-22 06:00:00,32.0,Sushi,1,135,24,Cash,2.0
512,1154,Burger Town,Cairo,2024-01-22 07:00:00,43.0,Kebab,3,65,2,Cash,2.0
513,1489,Kebab House,CAIRO,2024-01-22 08:00:00,40.0,Pasta,2,115,4,Wallet,1.0
514,1385,Pasta Point,cairo,2024-01-22 09:00:00,38.0,Pizza,4,54,5,Cash,2.0
515,1985,Burger Town,alex,2024-01-22 10:00:00,30.0,Sushi,3,131,21,Card,3.0
516,1784,Sushi World,Cairo,2024-01-22 11:00:00,39.0,Burger,3,180,25,Cash,1.0
517,1103,Sushi World,Cairo,2024-01-22 12:00:00,33.0,Sushi,4,268,7,Wallet,3.0
518,1928,Burger Town,Giza,2024-01-22 13:00:00,40.0,Pasta,3,167,5,Card,1.0
519,1392,Pizza Hub,Giza,2024-01-22 14:00:00,29.0,Pizza,1,130,5,Cash,2.0
520,1810,Burger Town,Cairo,2024-01-22 15:00:00,32.0,Sushi,2,257,3,Card,2.0
521,1245,Pasta Point,CAIRO,2024-01-22 16:00:00,23.0,Pasta,4,119,6,Cash,4.0
522,1175,Pizza Hub,Alex,2024-01-22 17:00:00,34.0,Burger,4,164,29,Wallet,4.0
523,1038,Sushi World,Alex,2024-01-22 18:00:00,25.0,Kebab,1,56,29,Cash,3.0
524,1476,Burger Town,alex,2024-01-22 19:00:00,21.0,Burger,2,99,23,Card,2.0
525,1681,Kebab House,Cairo,2024-01-22 20:00:00,38.0,Pizza,1,191,18,Card,4.0
526,1758,Kebab House,Cairo,2024-01-22 21:00:00,37.0,Burger,2,215,6,Card,2.0
527,1537,Pasta Point,Cairo,2024-01-22 22:00:00,44.0,Burger,1,281,2,Cash,1.0
528,1866,Kebab House,CAIRO,2024-01-22 23:00:00,29.0,Burger,3,256,7,Cash,4.0
529,1817,Burger Town,Giza,2024-01-23 00:00:00,39.0,Burger,1,160,0,Cash,3.0
530,1920,Burger Town,Cairo,2024-01-23 01:00:00,41.0,Pizza,4,96,0,Wallet,4.0
531,1407,Kebab House,Cairo,2024-01-23 02:00:00,40.0,Pasta,4,161,13,Wallet,2.0
532,1524,Burger Town,cairo,2024-01-23 03:00:00,25.0,Sushi,4,210,5,Wallet,5.0
533,1827,Pasta Point,CAIRO,2024-01-23 04:00:00,36.0,Kebab,1,92,9,Card,5.0
534,1505,Pizza Hub,alex,2024-01-23 05:00:00,39.0,Sushi,4,140,24,Card,2.0
535,1902,Pasta Point,Cairo,2024-01-23 06:00:00,35.0,Sushi,4,78,27,Card,1.0
536,1824,Pasta Point,cairo,2024-01-23 07:00:00,9.0,Kebab,3,177,13,Card,4.0
537,1035,Burger Town,Alex,2024-01-23 08:00:00,,Pizza,3,234,3,Card,5.0
538,1684,Pizza Hub,alex,2024-01-23 09:00:00,61.0,Kebab,2,278,5,Cash,1.0
539,1019,Burger Town,Cairo,2024-01-23 10:00:00,30.0,Pizza,2,182,15,Card,2.0
540,1320,Sushi World,Cairo,2024-01-23 11:00:00,26.0,Sushi,2,270,27,Cash,1.0
541,1775,Burger Town,cairo,2024-01-23 12:00:00,39.0,Pizza,1,145,20,Wallet,2.0
542,1511,Burger Town,CAIRO,2024-01-23 13:00:00,38.0,Pasta,2,237,27,Wallet,4.0
